DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
,,,,,,,,,,6918328,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5c633bb9f8>,Amprenavir,161814-49-9,approved; investigational,YMARZQAQMVYCKC-OEMFJLHTSA-N,"InChI=1S/C25H35N3O6S/c1-18(2)15-28(35(31,32)22-10-8-20(26)9-11-22)16-24(29)23(14-19-6-4-3-5-7-19)27-25(30)34-21-12-13-33-17-21/h3-11,18,21,23-24,29H,12-17,26H2,1-2H3,(H,27,30)/t21-,23-,24+/m0/s1",CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,C25H35N3O6S,C08086,D00894,65016,46507537,40050,CHEMBL116,478,58532,577
,,,,,,,,,,13708,,,,,,
,,,,,,,,,,37392,,,,,,
,,,,,,,,,,25154867,,,,,,
,,,,,,,,,,644309,,,,,,
,,,,,,,,,,11345983,,,,,,
,,,,,,,,,,11514130,,,,,,
,,,,,,,,,,8606,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5bde193278>,"3,6,9,12,15-Pentaoxaheptadecane",4353-28-0,experimental,HYDWALOBQJFOMS-UHFFFAOYSA-N,"InChI=1S/C12H26O5/c1-3-13-5-7-15-9-11-17-12-10-16-8-6-14-4-2/h3-12H2,1-2H3",CCOCCOCCOCCOCCOCC,C12H26O5,,,78057,46509043,44751,,P3G,70436,
,,,,,,,,,,177284,,,,,,
,,,,,,,,,,5239,,,,,,
,,,,,,,,,,92340,,,,,,
,,,,,,,,,,72338,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5b19d0f458>,Atecegatran metoxil,433937-93-0,investigational,XSNMGLZVFNDDPW-ZWKOTPCHSA-N,"InChI=1S/C22H23ClF2N4O5/c1-33-28-19(26)13-4-2-12(3-5-13)11-27-20(31)17-6-7-29(17)21(32)18(30)14-8-15(23)10-16(9-14)34-22(24)25/h2-5,8-10,17-18,22,30H,6-7,11H2,1H3,(H2,26,28)(H,27,31)/t17-,18+/m0/s1",CO\N=C(/N)C1=CC=C(CNC(=O)[C@@H]2CCN2C(=O)[C@H](O)C2=CC(OC(F)F)=CC(Cl)=C2)C=C1,C22H23ClF2N4O5,,,9961205,347828738,,,,8136812,
,,,,,,,,,,54377632,,,,,,
,,,,,,,,,,182264,,,,,,
,,,,,,,,,,6817,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5b316ac9f8>,Boric acid,10043-35-3,approved,KGBXLFKZBHKPEV-UHFFFAOYSA-N,InChI=1S/BH3O3/c2-1(3)4/h2-4H,OB(O)O,BH3O3,C12486,,7628,347827967,33118,CHEMBL42403,BO3,7346,39817
,,,,,,,,,,6918487,,,,,,
,,,,,,,,,,10220705,,,,,,
,,,,,,,,,,5494449,,,,,,
,,,,,,,,,,9865776,,,,,,
,,,,,,,,,,1549119,,,,,,
,,,,,,,,,,18321,,,,,,
,,,,,,,,,,37817,,,,,,
,,,,,,,,,,65837,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5b8599f778>,ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE,,experimental,DUNFIZRDIMDMIH-UHFFFAOYSA-N,"InChI=1S/C6H16NO3P/c1-4-7(5-2)11(8,9)10-6-3/h4-6H2,1-3H3,(H,8,9)",CCO[P@](O)(=O)N(CC)CC,C6H16NO3P,,,15083623,99445129,,,TUN,25058263,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5b91b9a228>,4-TERT-BUTYLBENZENESULFONIC ACID,,experimental,LZQMCUIWYRQLOG-UHFFFAOYSA-N,"InChI=1S/C10H14O3S/c1-10(2,3)8-4-6-9(7-5-8)14(11,12)13/h4-7H,1-3H3,(H,11,12,13)",CC(C)(C)C1=CC=C(C=C1)S(O)(=O)=O,C10H14O3S,,,324690,99443911,,,BBS,287509,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5b948faae8>,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,,experimental,MERNPSIIBFTCAI-UHFFFAOYSA-N,"InChI=1S/C15H15N3O/c16-15(17)18-13-8-6-11(7-9-13)10-14(19)12-4-2-1-3-5-12/h1-9H,10H2,(H4,16,17,18)",NC(=N)NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1,C15H15N3O,,,16758228,99443593,,,4PG,22376304,
,,,,,,,,,,2735431,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7f5c49738228>,Temozolomide,85622-93-1,approved; investigational,BPEGJWRSRHCHSN-UHFFFAOYSA-N,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1N=NC2=C(N=CN2C1=O)C(N)=O,C6H6N6O2,,D06067,5394,46507934,72564,CHEMBL810,,5201,50034562
,,,,,,,,,,443951,,,,,,
