P97084
P11759
P9WQD9
O85361
P45954
P00326
P08164
Q8GBW6
P59676
P0A3M5
Q56313
P52647
P04391
P07814
O35000
P48735
P22939
Q70AC7
Q9X278
P68826
Q53707
P42971
P0A805
P38940
Q9NSE4
P20839
P24752
P14900
Q8VP84
P0A808
Q9F6D4
P23378
P06612
Q836J0
P69441
O06644
P0AD65
P08179
P25910
Q59560
P05100
P05091
Q5JPH6
P00722
Q9RVD6
P20083
P14618
P08373
O31410
P24630
P61432
Q59192
Q60FT7
P60355
P62580
P15259
P17812
P16304
P9WK19
P39304
P0C0F4
Q12882
P0A6I3
P37321
P25553
O25927
Q9WXV1
P04179
P26394
P41972
P11217
P41052
P49915
Q02252
Q46509
P77425
O68874
P05327
P11142
P00582
P0A786
P45059
P76577
Q9LCV9
Q05603
Q07837
P0A8D6
Q9WZD5
P0AEB3
P11998
P00634
Q2M3G0
P84139
P07900
P52026
P46336
Q9L888
P25924
P9WGT1
Q2TU84
P60472
P17584
Q51990
P51648
P09063
Q9NUV7
P41007
O66496
P35340
P0A8P1
Q13838
Q9X6V3
P95780
P53597
Q92947
P9WG35
P0AB77
P31224
P16932
P22073
Q00796
P41252
O75874
P17980
P27828
P08192
Q83M58
P13995
Q9WZI0
P31153
P31939
P23526
P00943
P09104
P38606
P14868
Q9P2R7
Q06AK7
O43837
P0A6Y5
P53582
P29957
P02925
O00763
P68771
P43813
P07464
P43353
O24990
P0A751
Q819K2
Q8N5Z0
Q16836
P09848
O69007
P33644
P0A820
P00363
P29401
Q53591
P0AE18
Q06203
Q8ZKF6
P46926
P00480
P30084
P50993
P9WN39
P62663
P0CI79
Q5SHR6
P37063
P0A872
P07071
P0A7V8
P9WI81
P55038
P22102
P26391
P36871
A0A0H2UQB5
P80372
P11177
Q01698
Q9X108
O43451
Q72JJ3
P0A7S3
P19480
P0ACQ4
P03007
P42328
P04825
Q08210
P10724
Q47066
P31013
P25971
P06864
Q9WYH8
P44490
P49448
P75792
P11586
Q07806
P04040
Q8X444
Q88K39
O94925
P05165
Q13423
P0AGJ9
O00217
P60723
Q9WZC2
Q9CBQ2
P39805
Q88CZ6
P23921
P0C0H6
P39126
P34897
P08559
P51649
P31057
Q16773
Q9WZS7
P13981
P05042
P77836
P19571
P0AD68
O82839
P0A6I0
P50921
Q9WYA5
P06632
A1A2B5
P26639
P22033
P33527
P43702
P45494
Q5KUI3
Q9BZX2
P60757
P00953
P39300
P37330
Q8DNB6
P9WIQ1
P06149
P20906
P12995
P30520
Q02169
Q6UWM7
P06280
P23975
Q9I7A8
Q02218
P50213
P37747
Q59288
Q9WZX6
Q9GZT4
O14556
Q6ZMR3
Q45515
P80874
P07003
P15770
P16219
P45066
P69924
O34974
P0A794
Q9ZGH3
P13922
P48728
Q51366
P14218
P27302
P13637
P47989
Q9XBQ3
Q92887
P43876
P72525
Q820T1
P0ACB2
P34932
P50597
P14625
P27623
Q96I15
P09110
P22413
P17050
P04036
Q59643
P0ABQ0
P26392
P32929
Q3JWH7
P49588
P12256
P0AD69
P0A884
P95468
O75251
P22570
Q9X519
P43889
P0C278
P00914
P0A6F3
P0A6D3
P9WQB3
Q8NX78
Q9Y2Z4
P21549
P0AEZ1
O75600
Q56268
P9WGY7
Q9BWD1
Q81Y15
P0C1U9
P00469
P9WGV3
P13009
P12998
P0C188
P17412
P54716
P48147
Q55793
Q08638
Q54089
Q89ZI2
P02920
P11310
P0C0X1
Q9HCC0
Q51225
P00558
P36924
P04079
P19971
Q9RHZ6
Q9EXV5
Q96EM0
Q54873
Q8IYQ7
Q7CRA4
Q9X4K7
P07864
Q08698
P05166
P19821
Q9X1K9
P09147
P0ADY7
P28720
P9WP23
Q837V6
P54652
P0A9B2
Q8XJ01
Q9BYV1
P13100
Q16740
P17802
P29422
P44469
P0A2Y7
P12461
P06968
P26397
Q96RQ3
P43912
P06986
P48066
P00512
P18925
P48163
P31677
P31101
P37551
P08183
P26396
P23882
P60725
P54548
P0A7W7
Q16134
P51857
P0A827
P20831
Q13085
P14550
Q8IUZ5
P12081
Q27743
Q5HEB7
P47895
P11216
Q99707
Q7DHH4
P42357
Q8TET4
P0AB74
P83849
P36959
Q75WK2
Q00266
P80373
P49189
P0A8M5
P39841
Q56310
P56690
Q15046
Q9HTN2
O15382
Q5SHF5
P0AEK4
Q9BYZ2
P77674
P52270
P16384
Q92598
P94692
Q8RLY5
Q5KUI2
P0AG16
Q7SIB1
P00352
P11498
O43766
Q56232
O31465
Q5SHN3
Q9WXN1
P0A6R0
O60547
P26841
Q8ZNF3
P05023
P61888
A0A0H3JRU9
Q9FDN7
P00381
O75306
P16115
P03886
P14410
P0AB91
P09373
P03915
P69903
P0A953
Q96I99
Q7SIE9
Q9KPI8
O75891
P32170
P41789
P0A9M2
P14677
P22256
P07327
C1KC03
Q9HVZ0
P83787
P25705
P0AC13
Q8DP79
P47205
P44345
Q88H32
P06733
P06608
P26640
P44725
P0AB80
P60844
P04818
P11413
P07658
P0AC38
Q83P33
P27142
Q7WT42
P54802
P13632
P19624
P00490
P04424
P08473
O34928
P71447
Q59721
P06202
Q9NSD5
P67910
P35520
P51606
P00322
P0A7D4
P49591
Q9R5V5
Q59976
P08200
P11546
P80040
P0A716
P31040
Q9RA63
P27695
P0AES6
P36204
P06983
Q9X0L5
P32119
Q08751
Q72EF3
P13254
P43133
Q44244
P43099
Q49184
P0A749
Q9F0J6
P0A6J8
P17174
Q8DW21
P30825
Q5JTZ9
P51570
O25926
P08319
P27708
P00497
P06710
P00362
P42443
P36419
P45510
Q5SII2
Q9X5N2
A0A0H2XJ39
P28331
Q46891
Q92506
Q3JP94
P00367
Q8GR70
Q96GR2
P0AG82
Q59GM9
P0A2K1
P18357
O75879
P0AB71
Q9UGM6
P31327
Q81JF8
Q83JC4
Q9L5C7
O87696
P0AEK2
P54886
P38424
P77444
P60339
O94788
P54687
Q06830
P00864
Q02127
P69908
O14983
Q8ZIV7
Q6FEW8
Q9X6R4
P0A4L9
P62623
P62662
P45563
P00966
P52664
P66010
P34896
P10802
P48723
P0AFG8
Q9A1X4
P37062
P62219
P18669
P29395
P50740
Q5T6L4
P9WNX3
P29166
P18843
P0AF12
P09152
Q6YP21
Q96I59
P04406
P0A9P4
P00959
A0A0H2WWQ9
P84141
Q46856
P0AFK9
Q8KN66
P06744
P83453
P77454
Q82ZJ0
P31434
O31156
Q51504
P20648
Q8GEZ8
Q9HA77
P0A3M6
Q3IWB0
Q9BXA1
P05102
Q9NYQ3
Q9NQX3
P0A6V8
O60218
P11766
P10253
P12996
P06576
O43252
Q9HU21
Q13126
P33121
P23367
P9WHH7
P03960
P26440
Q65CX5
P56220
P00338
O43776
Q5LI27
Q2RJ67
Q8WY07
P02918
P52209
P11411
P20964
Q16555
P0A876
P0AFI5
P54965
P25524
Q9RC92
Q8VTT5
P44801
Q9X6W0
P0A0K8
P08149
Q9NUB1
P0A3Y5
O33833
P72161
Q9RYA6
P52477
P00484
Q14376
P80371
P9WK17
Q9U8D3
P0A8T7
Q9X1F8
Q48436
Q59334
Q8NW68
P23368
P49419
Q9Y617
O15067
P60174
P32055
P08238
Q9X242
Q9Y4W6
P0AFI7
Q9X112
P0A9S1
Q9X1T2
Q70KI2
Q9KU37
Q81EW9
P28790
P61987
